,POST_ID,MS_PAY_STATION_ID,MS_SPACE_NUM,ON_OFFSTREET_TYPE,OSP_ID,PM_DISTRICT_ID,BLOCKFACE_ID,METER_TYPE,OLD_RATE_AREA,STREET_ID,STREET_NAME,STREET_NUM,ORIENTATION,LONGITUDE,LATITUDE,COLLECTION_ROUTE_DESC,COLLECTION_SUBROUTE_DESC,Neighborhoods,Analysis Neighborhoods
9685,359-16490,-,0,ON,0,15,359161,SS,Area 3,359,CLAY ST,1649,180,-122.4205825,37.7923891,Sacramento 1600-1700,Sacramento 1600- 1700,105,21
9686,562-24080,-,0,ON,0,6,562242,SS,Area 4,562,MASON ST,2408,90,-122.4135972,37.8059635,Fishermans Wharf,Fishermans Wharf,99,23
9687,686-04260,-,0,ON,0,3,686042,SS,Area 2,686,TURK ST,426,0,-122.4166526,37.7825248,Turk St: 100 - 900,Turk Unit-700,20,36
9688,204-16110,-,0,ON,0,2,204161,SS,-,204,04TH ST,1611,90,-122.39084617,37.76838644,,,34,4
9689,830-13300,-,0,ON,0,11,830132,SS,Port 3,830,EMBARCADERO NORTH,1330,45,-122.40533017,37.80660468,Ferry Group Port,Embarcadero N/Grant/North Point | 1000-1200/2200/Unit,77,23
9690,583-02640,-,0,ON,0,16,583022,SS,Area 3,583,NOE ST,264,270,-122.43321102,37.7645936,Market St: 1600-2300 Castro St,19th St / Castro / Market,28,5
9691,552-07420,-,0,ON,0,2,552072,SS,-,552,LONG BRIDGE ST,742,225,-122.39441788,37.771306,,,34,4
9692,326-04320,-,0,ON,0,6,326042,SS,Area 4,326,BEACH ST,432,0,-122.4169022,37.8071724,Fishermans Wharf,Fishermans Wharf,99,23
9693,563-04280,-,0,ON,0,3,563042,SS,Area 2,563,MCALLISTER ST,428,0,-122.41981182,37.7802169,,,21,36
9694,593-04280,593-04002,28,ON,0,13,593042,MS,Area 2,593,OFARRELL ST,428,0,-122.4123583,37.7859314,"Ofarrell St: Unit, 400","Ofarrell St: Unit, 400",20,36
9695,331-10510,-,0,ON,0,14,331101,SS,Area 3,331,BRYANT ST,1051,135,-122.4080674,37.7715329,Brannan St: 700 - 900 9th St,9th-11th Brannan Bryant Harrison,33,34
9696,614-22320,-,0,ON,0,18,614222,SS,-,614,POST ST,2232,0,-122.4392636,37.7844402,,,103,15
9697,701-01170,701-01001,17,ON,0,3,701011,MS,Area 2,701,VAN NESS AVE,117,270,-122.4197787,37.7769423,,,21,9
9698,218-41120,906-00001,9,OFF,906,16,218412,MS,Area 3,218,18TH ST,4116,0,-122.4357549,37.7612348,18th and Collingwood lot,18th and Collingwood lot,38,5
9699,334-29260,-,0,ON,0,8,334292,SS,Area 3,334,BUCHANAN ST,2926,90,-122.4320927,37.7972909,Union St:1500-2200 Fillmore St,Filbert/Fillmore/Greenwich/Pix,15,13
9700,859-00560,-,0,ON,0,6,859002,SS,Port 2,859,NORTH POINT ST,56,0,-122.4084587,37.8072875,Ferry Group Port,Embarcadero N/Grant/North Point | 1000-1200/2200/Unit,99,23
9701,645-01090,-,0,ON,0,42,645011,SS,Area 3,645,RHODE ISLAND ST,109,90,-122.40281185,37.76837039,ShowPlace Square,Showplace Square,33,4
9702,568-23250,-,0,ON,0,4,568231,SS,Area 3,568,MISSION ST,2325,90,-122.4190427,37.7594804,Mission St: 2100 - 2400,Mission 2100-2400,53,20
9703,325-03050,-,0,ON,0,6,325031,SS,Area 4,325,BAY ST,305,180,-122.412165,37.80572729,Fishermans Wharf,Fishermans Wharf,106,23
9704,303-06070,-,0,ON,0,23,303061,SS,Area 3,303,ASHBURY ST,607,270,-122.44693478,37.76967687,Haight St: Stanyan St: Masonic,Haight: Stanyan - Masonic,25,3
9705,401-09080,-,0,ON,0,15,401092,SS,Area 3,401,ELLIS ST,908,0,-122.4214887,37.7838279,Ellis St: Unit - 900,Ellis Unit-300,100,39
9706,568-16820,-,0,ON,0,14,568162,SS,Area 3,568,MISSION ST,1682,270,-122.4198221,37.7707671,Mission St: Unit - 1600,Mission 700-1100,32,20
9707,607-32650,916-00001,65,OFF,916,7,607322,MS,-,607,PIERCE ST,3252,90,-122.4392117,37.7999204,,,17,13
9708,363-13450,-,0,ON,0,6,363131,SS,Area 4,363,COLUMBUS AVE,1345,225,-122.4193807,37.8065376,Fishermans Wharf,Fishermans Wharf,99,32
9709,443-05220,-,0,ON,0,3,443052,SS,Area 3,443,GOUGH ST,522,90,-122.4232165,37.7784898,Gough St: Unit - 500,Gough Unit-400,21,9
9710,691-21340,-,0,ON,0,8,691212,SS,Area 3,691,UNION ST,2134,0,-122.4349714,37.7972172,Union St:1500-2200 Fillmore St,Filbert/Fillmore/Greenwich/Pix,15,13
9711,306-22120,-,0,ON,0,42,306222,SS,Area 3,306,ALAMEDA ST,2212,0,-122.4071339,37.7684432,Brannan St: 700 - 900 9th St,Townsend/Alameda,33,20
9712,654-05270,-,0,ON,0,23,654051,SS,Area 3,654,SHRADER ST,527,270,-122.45197139,37.76956427,Haight St: Stanyan St: Masonic,Haight: Stanyan - Masonic,25,3
9713,204-13050,-,0,ON,0,2,204131,SS,Area 3,204,04TH ST,1305,90,-122.39114121,37.77166898,4th St: 1200-1700 China Basin,MISSION BAY,34,4
9714,700-09350,-,0,ON,0,4,700091,SS,Area 3,700,VALENCIA ST,935,90,-122.42109914,37.75782813,,,53,20
9715,701-04120,701-04002,12,ON,0,3,701042,MS,Area 2,701,VAN NESS AVE,412,90,-122.419982,37.7795649,,,21,36
9716,214-02210,-,0,ON,0,14,214021,SS,Area 3,214,14TH ST,221,180,-122.4186998,37.768296,Mission St: 1700 - 2000,Mission 1700-2000,53,20
9717,219-34490,-,0,ON,0,4,219341,SS,Area 3,219,19TH ST,3449,180,-122.4211901,37.7600687,Mission St: 2100 - 2400,Mission 2100-2400,53,20
9718,224-29570,-,0,ON,0,29,224293,SS,Area 3,224,24TH ST,2957,180,-122.411246,37.7526127,24 St (Lower): 2700 - 3300,24th St Lower,53,20
9719,401-09350,-,0,ON,0,15,401091,SS,Area 3,401,ELLIS ST,935,180,-122.4222597,37.7836052,,,100,39
9720,614-16360,-,0,ON,0,5,614162,SS,Area 3,614,POST ST,1636,0,-122.4295324,37.7856701,Fillmore Flats: 1000 - 1500,Fillmore Flats,101,15
9721,869-07340,869-07006,34,ON,0,2,869072,MS,-,869,TERRY A FRANCOIS BLVD,734,315,-122.38662914,37.76598055,Terry Francois,Terry Francois 700-800,34,4
9722,326-06330,-,0,ON,0,6,326061,SS,Area 4,326,BEACH ST,633,180,-122.4200045,37.8066589,Fishermans Wharf,Fishermans Wharf,99,32
9723,384-05080,-,0,ON,0,17,384052,SS,Area 3,384,DIVISADERO ST,508,90,-122.4375689,37.7743994,Divisadero St: 800 - 200,Divisadero,23,9
9724,462-04090,-,0,ON,0,39,462041,SS,Area 3,462,HAIGHT ST,409,180,-122.4291831,37.7722051,Haight St: 400 - 500,Haight (Inner),26,9
9725,722-16280,-,0,ON,0,5,722162,SS,Area 3,722,WEBSTER ST,1628,90,-122.4313724,37.7862122,Fillmore Flats: 1000 - 1500,Fillmore Flats,101,15
9726,700-10010,-,0,ON,0,4,700101,SS,Area 3,700,VALENCIA ST,1001,90,-122.4210024,37.7568179,,,53,20
9727,651-14220,-,0,ON,0,12,651142,SS,Area 3,651,SANSOME ST,1422,90,-122.40321412,37.8037534,Broadway St: Unit - 800,Greenwich: 100 Sansome,77,8
9728,562-24010,-,0,ON,0,6,562241,SS,-,562,MASON ST,2401,270,-122.4136843,37.8057273,,,99,23
9729,577-05180,-,0,ON,0,2,577052,SS,Area 3,577,MISSION BAY BLVD NORTH,518,0,-122.39030519,37.77111168,,,34,4
9730,218-33320,-,0,ON,0,4,218332,SS,Area 3,218,18TH ST,3332,0,-122.4185297,37.761941,Mission St: 2100 - 2400,Mission 2100-2400,53,20
9731,464-03100,-,0,ON,0,3,464032,SS,Area 3,464,HAYES ST,310,0,-122.4218238,37.777093,Gough St: Unit - 500,Hayes / Fell / Oak,21,9
9732,691-18130,-,0,ON,0,8,691181,SS,Area 3,691,UNION ST,1813,180,-122.4293876,37.7978029,Union St:1500-2200 Fillmore St,Filbert/Fillmore/Greenwich/Pix,15,13
9733,443-01060,-,0,ON,0,3,443012,SS,Area 3,443,GOUGH ST,106,90,-122.4223825,37.7743514,Gough St: Unit - 500,Hayes / Fell / Oak,21,9
9734,442-05220,-,0,ON,0,3,442052,SS,Area 2,442,GOLDEN GATE AVE,522,0,-122.4195251,37.7812151,Golden Gate Ave: Unit - 700,Golden Gate Unit-700,21,36
9735,663-15180,-,0,ON,0,5,663152,SS,Area 3,663,STEINER ST,1518,90,-122.4343858,37.7835936,Fillmore Flats: 1000 - 1500,Fillmore Flats:Post-Geary,97,39
9736,594-02260,-,0,ON,0,15,594022,SS,Area 3,594,OLIVE ST,226,0,-122.4221006,37.784195,Olive St: Unit - 200,Olive,100,39
9737,326-08370,-,0,ON,0,6,326081,SS,Area 4,326,BEACH ST,837,180,-122.4235329,37.8062047,Fishermans Wharf,Fishermans Wharf,98,32
9738,209-05130,-,0,ON,0,42,209051,SS,Area 3,209,09TH ST,513,45,-122.4080292,37.7710239,Brannan St: 700 - 900 9th St,9th-11th Brannan Bryant Harrison,33,34
9739,691-06150,-,0,ON,0,12,691061,SS,Area 3,691,UNION ST,615,180,-122.409561,37.8003406,Powell St: 1000 - 1700,"Green, Filbert, Powell, Union",106,23
9740,652-16030,-,0,ON,0,18,652161,SS,Area 3,652,SCOTT ST,1603,270,-122.43813091,37.78466765,Steiner St: Geary St: Post St,Geary 1900: Steiner Scott,103,15
9741,692-01260,-,0,ON,0,42,692012,SS,Area 3,692,UTAH ST,126,270,-122.406848,37.7680239,Brannan St: 700 - 900 9th St,Townsend/Alameda,33,20
9742,500-15270,-,0,ON,0,15,500151,SS,Area 3,500,JACKSON ST,1527,180,-122.4207122,37.794178,Sacramento 1600-1700,Jackson 1500- 1700,105,32
9743,367-01030,-,0,ON,0,16,367011,SS,Area 3,367,COLLINGWOOD ST,103,90,-122.4360459,37.7606727,Market St: 1600-2300 Castro St,18th St / Diamond,38,5
9744,612-11030,-,0,ON,0,15,612111,SS,Area 3,612,POLK ST,1103,270,-122.4200395,37.786991,Polk St: 100 - 2400,Polk Unit-900,50,21
9745,869-06030,869-06001,3,ON,0,2,869061,MS,Port 11,869,TERRY A FRANCOIS BLVD,603,135,-122.38622202,37.76891799,Terry Francois,Terry Francois 700-800,34,4
9746,415-12090,-,0,ON,0,5,415121,SS,Area 3,415,FILLMORE ST,1209,270,-122.4322729,37.7808158,Fillmore Flats: 1000 - 1500,Fillmore Flats,97,39
9747,568-17120,-,0,ON,0,14,568172,SS,Area 3,568,MISSION ST,1712,270,-122.4201946,37.7695756,Mission St: 1700 - 2000,Mission 1700-2000,53,20
9748,462-18370,-,0,ON,0,23,462181,SS,Area 3,462,HAIGHT ST,1837,180,-122.4529024,37.7691842,Haight St: Stanyan St: Masonic,Haight: Stanyan - Masonic,25,3
9749,325-03180,-,0,ON,0,6,325032,SS,Area 4,325,BAY ST,318,0,-122.4126668,37.8058125,Fishermans Wharf,Fishermans Wharf,99,23
9750,443-08130,443-08001,13,ON,0,3,443081,MS,Area 3,443,GOUGH ST,813,270,-122.4238958,37.7810043,Gough St: Oak St: Fell St,Gough St. 800 - 1400,100,39
9751,413-06270,-,0,ON,0,12,413061,SS,Area 3,413,FILBERT ST,627,180,-122.410287,37.8012033,Powell St: 1000 - 1700,"Green, Filbert, Powell, Union",106,23
9752,326-08120,-,0,ON,0,6,326082,SS,Area 4,326,BEACH ST,812,0,-122.4227639,37.8064187,Fishermans Wharf,Fishermans Wharf,98,32
9753,217-33230,-,0,ON,0,4,217331,SS,Area 3,217,17TH ST,3323,180,-122.4204631,37.7633115,Mission St: 1700 - 2000,Mission 1700-2000,53,20
9754,701-02210,-,0,ON,0,3,701021,SS,-,701,VAN NESS AVE,221,270,-122.41996821,37.77788773,,,21,9
9755,325-03110,-,0,ON,0,6,325031,SS,Area 4,325,BAY ST,311,180,-122.412372,37.8057012,Fishermans Wharf,Fishermans Wharf,106,23
9756,562-24130,-,0,ON,0,6,562241,SS,Area 4,562,MASON ST,2413,270,-122.4137518,37.8060552,Fishermans Wharf,Fishermans Wharf,99,23
9757,701-03060,701-03002,6,ON,0,3,701032,MS,Area 2,701,VAN NESS AVE,306,90,-122.41979563,37.77864268,,,21,36
9758,681-27060,-,0,ON,0,6,681272,SS,Area 4,681,TAYLOR ST,2706,90,-122.4156032,37.807544,Fishermans Wharf,Fishermans Wharf,99,23
9759,700-02550,-,0,ON,0,16,700021,SS,-,700,VALENCIA ST,255,90,-122.4221253,37.7684995,,,53,20
9760,214-03430,-,0,ON,0,14,214031,SS,Area 3,214,14TH ST,343,180,-122.4217101,37.7681141,Mission St: 1700 - 2000,Mission 1700-2000,53,20
9761,219-34090,-,0,ON,0,4,219341,SS,Area 3,219,19TH ST,3409,180,-122.4196613,37.760161,Mission St: 2100 - 2400,Mission 2100-2400,53,20
9762,444-12110,-,0,ON,0,12,444121,SS,Area 3,444,GRANT AVE,1211,270,-122.4072368,37.798674,Grant Ave: Unit -1500,Grant: 1200 - 1500,106,23
9763,568-21250,-,0,ON,0,4,568211,SS,Area 3,568,MISSION ST,2125,90,-122.4193514,37.7627045,Mission St: 2100 - 2400,Mission 2100-2400,53,20
9764,363-10160,-,0,ON,0,6,363102,SS,Area 3,363,COLUMBUS AVE,1016,45,-122.4154697,37.8040716,Columbus Ave: Unit - 1100,Columbus,106,23
9765,214-06010,-,0,ON,0,16,214061,SS,Area 3,214,14TH ST,601,180,-122.426913,37.7677952,Dolores St: Unit Church: 200,14th / Dolores / Church,37,5
9766,222-07030,222-07001,3,ON,0,44,222071,MS,Area 3,222,22ND ST,703,180,-122.38861809,37.75788369,Dogpatch,Dogpatch,55,26
9767,549-21370,-,0,ON,0,7,549211,SS,Area 3,549,LOMBARD ST,2137,180,-122.4374326,37.7995557,Lombard St: 2000 - 2400,Lombard 2000-2400 | Chestnut 2000-2400,15,13
9768,203-26020,203-26002,2,ON,0,44,203262,MS,Area 3,203,03RD ST,2602,270,-122.38835168,37.75663329,Dogpatch,Dogpatch,55,26
9769,869-05530,893-00004,53,OFF,893,2,869051,MS,-,869,TERRY A FRANCOIS BLVD,601,90,-122.38546247,37.76913417,,,34,4
9770,415-23280,-,0,ON,0,5,415232,SS,Area 3,415,FILLMORE ST,2328,90,-122.4342929,37.7914938,Fillmore Hills: 2400 -1700,Fillmore: 2400-1700 Sutt: 2400,102,30
9771,401-08310,-,0,ON,0,15,401081,SS,Area 3,401,ELLIS ST,831,180,-122.4203662,37.7838463,Ellis St: Unit - 900,Ellis Unit-300,20,36
9772,306-22220,-,0,ON,0,42,306222,SS,Area 3,306,ALAMEDA ST,2222,0,-122.4074876,37.7684219,Brannan St: 700 - 900 9th St,Townsend/Alameda,33,20
9773,645-01070,-,0,ON,0,42,645011,SS,Area 3,645,RHODE ISLAND ST,107,90,-122.4028167,37.76842312,ShowPlace Square,Showplace Square,33,4
9774,847-00250,-,0,ON,0,6,847001,SS,Port 1,847,JEFFERSON ST,25,180,-122.4133562,37.8084647,Fishermans Wharf Port,Jefferson Street | Unit - 500,99,23
9775,569-21620,-,0,ON,0,16,569212,SS,Area 3,569,MARKET ST,2162,315,-122.43061574,37.76635216,Market St: 1600-2300 Castro St,19th St / Castro / Market,28,5
9776,419-11130,-,0,ON,0,15,419111,SS,Area 3,419,FRANKLIN ST,1113,270,-122.4230214,37.7850034,Franklin St: Unit - 900,Franklin 1200-1500,100,39
9777,686-09350,-,0,ON,0,3,686091,SS,Area 3,686,TURK ST,935,180,-122.42539555,37.78130182,,,100,39
9778,608-01400,-,0,ON,0,7,608012,SS,Area 3,608,PIXLEY ST,140,0,-122.4354084,37.7985627,Union St:1500-2200 Fillmore St,Filbert/Fillmore/Greenwich/Pix,15,13
9779,593-10360,-,0,ON,0,15,593102,SS,Area 3,593,OFARRELL ST,1036,0,-122.4226305,37.7846385,Post - Geary - O Farrell,Ofarrell 100-800 Post 900-700,100,39
9780,823-00180,-,0,ON,0,11,823002,SS,Port 4,823,CHESTNUT ST,18,0,-122.4043027,37.8049282,Chestnut St; Mongomery St,Chestnut,77,8
9781,827-04150,-,0,ON,0,2,827041,SS,Port 11,827,CHINA BASIN ST,415,180,-122.38837314,37.77198805,TERRY A FRANCOIS 400-500,TERRY A FRANCOIS 400-500,34,4
9782,419-06270,-,0,ON,0,3,419061,SS,Area 2,419,FRANKLIN ST,627,270,-122.42213622,37.78062559,Franklin St: Unit - 900,Franklin Unit-800,21,39
9783,443-04010,-,0,ON,0,3,443041,SS,-,443,GOUGH ST,401,270,-122.4230842,37.7769779,,,22,9
9784,447-21450,-,0,ON,0,7,447211,SS,Area 3,447,GREENWICH ST,2145,180,-122.43567,37.798924,Union St:1500-2200 Fillmore St,Filbert/Fillmore/Greenwich/Pix,15,13
9785,362-06010,-,0,ON,0,23,362061,SS,Area 3,362,COLE ST,601,270,-122.45074037,37.76933947,Haight St: Stanyan St: Masonic,Haight: Stanyan - Masonic,25,3
9786,419-12010,-,0,ON,0,15,419121,SS,Area 3,419,FRANKLIN ST,1201,270,-122.4231482,37.7856388,Franklin St: Unit - 900,Franklin 1200-1500,100,39
9787,568-24220,-,0,ON,0,4,568242,SS,Area 3,568,MISSION ST,2422,270,-122.4190759,37.7579251,Mission St: 2100 - 2400,Mission 2100-2400,53,20
9788,836-00350,-,0,ON,0,11,836001,SS,Port 4,836,FRANCISCO ST,35,180,-122.4066233,37.8054812,Chestnut St; Mongomery St,Chestnut,18,23
9789,384-08010,-,0,ON,0,17,384081,SS,Area 3,384,DIVISADERO ST,801,270,-122.4383082,37.7769501,Divisadero St: 800 - 200,Divisadero,97,39
9790,577-04220,-,0,ON,0,2,577042,SS,Area 3,577,MISSION BAY BLVD NORTH,422,0,-122.38874295,37.7712012,4th St: 1200-1700 China Basin,China Basin,34,4
9791,442-05160,-,0,ON,0,3,442052,SS,Area 2,442,GOLDEN GATE AVE,516,0,-122.4193239,37.7812407,Golden Gate Ave: Unit - 700,Golden Gate Unit-700,21,36
9792,616-15010,-,0,ON,0,12,616151,SS,Area 3,616,POWELL ST,1501,270,-122.4105482,37.7984887,Powell St: 1000 - 1700,Powell: 1000-17000,107,6
9793,217-33460,-,0,ON,0,4,217332,SS,Area 3,217,17TH ST,3346,0,-122.4213867,37.7633769,Mission St: 1700 - 2000,Mission 1700-2000,53,20
9794,526-02180,-,0,ON,0,42,526022,SS,Area 3,526,KANSAS ST,218,270,-122.4038096,37.76678921,ShowPlace Square,Showplace Square,33,4
9795,442-06070,-,0,ON,0,3,442061,SS,Area 2,442,GOLDEN GATE AVE,607,180,-122.4208469,37.7809112,Golden Gate Ave: Unit - 700,Golden Gate Unit-700,21,39
9796,419-08350,-,0,ON,0,3,419081,SS,Area 2,419,FRANKLIN ST,835,270,-122.4225087,37.7824679,Franklin St: Unit - 900,Franklin Unit-800,100,39
9797,325-05220,-,0,ON,0,6,325052,SS,Area 4,325,BAY ST,522,0,-122.4160758,37.8053872,Fishermans Wharf,Fishermans Wharf,99,23
9798,372-06370,-,0,ON,0,2,372061,SS,Area 3,372,CHINA BASIN ST,637,270,-122.39279693,37.77173388,4th St: 1200-1700 China Basin,MISSION BAY,34,4
9799,664-16090,-,0,ON,0,12,664161,SS,Area 3,664,STOCKTON ST,1609,270,-122.4093043,37.8007282,Powell St: 1000 - 1700,Powell: 1000-17000,106,23
9800,614-21370,-,0,ON,0,18,614211,SS,Area 3,614,POST ST,2137,180,-122.43770788,37.7845031,Steiner St: Geary St: Post St,Geary 1900: Steiner Scott,103,15
9801,830-12090,-,0,ON,0,11,830121,SS,Port 4,830,EMBARCADERO NORTH,1209,225,-122.40380453,37.80521505,Ferry Group Port,Embarcadero N/Grant/North Point | 1000-1200/2200/Unit,77,23
9802,350-24310,902-00002,21,OFF,902,5,350242,MS,Area 3,350,CALIFORNIA ST,2450,0,-122.4350487,37.7890896,California - Steiner Sts: Lot,Cal _Steiner Lot,102,30
9803,388-01380,-,0,ON,0,42,388012,SS,Area 3,388,DE HARO ST,138,270,-122.40201248,37.76825055,ShowPlace Square,Showplace Square,33,4
9804,220-34360,-,0,ON,0,4,220342,SS,Area 3,220,20TH ST,3436,0,-122.4183511,37.7587218,Mission St: 2100 - 2400,Mission 2100-2400,53,20
9805,691-19330,-,0,ON,0,8,691191,SS,Area 3,691,UNION ST,1933,180,-122.4316142,37.7975198,Union St:1500-2200 Fillmore St,Filbert/Fillmore/Greenwich/Pix,15,13
9806,350-24001,902-00001,0,OFF,902,5,350242,MS,Area 3,350,CALIFORNIA ST,2450,0,-122.4351371,37.7889065,California - Steiner Sts: Lot,Cal _Steiner Lot,102,30
9807,616-24090,-,0,ON,0,6,616241,SS,Area 4,616,POWELL ST,2409,270,-122.412283,37.80709,Fishermans Wharf,Fishermans Wharf,99,23
9808,224-40500,-,0,ON,0,28,224402,SS,Area 3,224,24TH ST,4050,0,-122.4335352,37.7513821,24th St (Inner):  3700 - 4100,24th St/Castro/Church/Noe,84,22
9809,661-12110,-,0,ON,0,14,661121,SS,Area 3,661,STEVENSON ST,1211,135,-122.4210704,37.7728927,Market St: 1600-2300 Castro St,19th St / Castro / Market,32,20
9810,847-00370,-,0,ON,0,6,847001,SS,Port 1,847,JEFFERSON ST,37,180,-122.4137712,37.8084128,Fishermans Wharf Port,Jefferson Street | Unit - 500,99,23
9811,372-06280,-,0,ON,0,2,372062,SS,Area 3,372,CHINA BASIN ST,628,270,-122.39214654,37.7719481,4th St: 1200-1700 China Basin,MISSION BAY,34,4
9812,359-24020,-,0,ON,0,5,359242,SS,-,359,CLAY ST,2402,0,-122.4327547,37.7909577,,,102,30
9813,401-08100,-,0,ON,0,15,401082,SS,Area 3,401,ELLIS ST,810,0,-122.4197365,37.784051,Ellis St: Unit - 900,Ellis Unit-300,20,36
9814,701-05110,701-05001,11,ON,0,3,701051,MS,Area 2,701,VAN NESS AVE,511,270,-122.4204802,37.7804167,,,21,39
9815,400-06130,400-06001,13,ON,0,3,400061,MS,Area 2,400,EDDY ST,613,180,-122.418033,37.7831873,Eddy St: Unit,Eddy St: Unit,20,36
9816,562-24220,-,0,ON,0,6,562242,SS,Area 4,562,MASON ST,2422,90,-122.4136715,37.8063238,Fishermans Wharf,Fishermans Wharf,99,23
9817,590-00360,590-00006,36,ON,0,3,590002,MS,Area 2,590,OAK ST,36,0,-122.4203256,37.7753776,Gough St: Oak St: Fell St,Oak St. Unit,21,9
9818,720-18130,-,0,ON,0,15,720181,SS,Area 3,720,WASHINGTON ST,1813,180,-122.4235183,37.7929142,Sacramento 1600-1700,Sacramento 1600- 1700,102,30
9819,568-25080,-,0,ON,0,4,568252,SS,Area 3,568,MISSION ST,2508,270,-122.41895862,37.75669925,Mission St: 2500 - 2700,Mission 2500-2700,53,20
9820,326-07080,-,0,ON,0,6,326072,SS,Area 4,326,BEACH ST,708,0,-122.4209461,37.8066757,Fishermans Wharf,Fishermans Wharf,98,32
9821,208-06390,-,0,ON,0,42,208061,SS,Area 3,208,08TH ST,639,45,-122.4045196,37.7706498,Brannan St: 700 - 900 9th St,9th-11th Brannan Bryant Harrison,33,34
9822,415-15230,-,0,ON,0,5,415151,SS,Area 3,415,FILLMORE ST,1523,270,-122.4328995,37.7839125,Fillmore Flats: 1000 - 1500,Fillmore Flats,97,39
9823,415-10110,-,0,ON,0,5,415101,SS,Area 3,415,FILLMORE ST,1011,270,-122.4319001,37.778973,Fillmore Flats: 1000 - 1500,Fillmore Flats,97,39
9824,218-33200,-,0,ON,0,4,218332,SS,Area 3,218,18TH ST,3320,0,-122.41794618,37.76197629,Mission St: 2100 - 2400,Mission 2100-2400,53,20
9825,493-06420,493-06004,42,ON,0,44,493062,MS,-,493,ILLINOIS ST,642,270,-122.38789016,37.76319431,Dogpatch,Dogpatch,55,26
9826,568-18110,-,0,ON,0,14,568181,SS,Area 3,568,MISSION ST,1811,90,-122.4198494,37.7678757,Mission St: 1700 - 2000,Mission 1700-2000,53,20
9827,652-16270,-,0,ON,0,18,652161,SS,Area 3,652,SCOTT ST,1627,270,-122.43820967,37.78505677,Steiner St: Geary St: Post St,Geary 1900: Steiner Scott,103,15
9828,443-14160,443-14004,16,ON,0,15,443142,MS,Area 3,443,GOUGH ST,1416,90,-122.4248789,37.7867206,Gough St: Oak St: Fell St,Gough St. 800 - 1400,100,39
9829,568-22050,-,0,ON,0,4,568221,SS,Area 3,568,MISSION ST,2205,90,-122.4192484,37.7616293,Mission St: 2100 - 2400,Mission 2100-2400,53,20
9830,568-17130,-,0,ON,0,14,568171,SS,Area 3,568,MISSION ST,1713,90,-122.41988772,37.76958221,Mission St: 1700 - 2000,Mission 1700-2000,53,20
9831,363-13520,-,0,ON,0,6,363132,SS,Area 4,363,COLUMBUS AVE,1352,45,-122.4192935,37.8067043,Fishermans Wharf,Fishermans Wharf,99,32
9832,722-28530,-,0,ON,0,8,722281,SS,Area 3,722,WEBSTER ST,2853,270,-122.4338637,37.7970469,Union St:1500-2200 Fillmore St,Filbert/Fillmore/Greenwich/Pix,15,13
9833,691-06420,-,0,ON,0,12,691062,SS,Area 3,691,UNION ST,642,0,-122.4106344,37.8003242,Powell St: 1000 - 1700,"Green, Filbert, Powell, Union",106,6
9834,354-20490,-,0,ON,0,7,354201,SS,Area 3,354,CHESTNUT ST,2049,180,-122.4376698,37.8005726,Lombard St: 2000 - 2400,Lombard 2000-2400 | Chestnut 2000-2400,17,13
9835,222-10010,222-10001,1,ON,0,44,222101,MS,Area 3,222,22ND ST,1001,225,-122.39133564,37.75774236,Dogpatch,Dogpatch,55,26
9836,474-00290,-,0,ON,0,42,474001,SS,Area 3,474,HENRY ADAMS ST,29,90,-122.40387362,37.76878653,ShowPlace Square,Showplace square,33,4
9837,203-25020,203-25002,2,ON,0,44,203252,MS,Area 3,203,03RD ST,2502,270,-122.38846433,37.75776992,Dogpatch,Dogpatch,55,26
9838,470-15140,-,0,ON,0,14,470152,SS,Area 3,470,HOWARD ST,1514,315,-122.4160363,37.7728244,Howard St: 800 - 1600,Howard 1600-1500,32,20
9839,218-34480,-,0,ON,0,4,218342,SS,Area 3,218,18TH ST,3448,0,-122.4212978,37.7617738,Mission St: 2100 - 2400,Mission 2100-2400,53,20
9840,686-09320,-,0,ON,0,3,686092,SS,Area 3,686,TURK ST,932,0,-122.42521417,37.78143271,Turk St: 100 - 900,Turk Unit-700,100,39
9841,654-06080,-,0,ON,0,23,654062,SS,Area 3,654,SHRADER ST,608,90,-122.4517497,37.769142,Haight St: Stanyan St: Masonic,Haight: Stanyan - Masonic,25,3
9842,573-00070,-,0,ON,0,15,573001,SS,Area 3,573,MYRTLE ST,7,180,-122.4183627,37.7855687,Cedar St: Unit - 100 Myrtle St,Cedar: Unit - 100,20,36
9843,400-06420,-,0,ON,0,3,400062,SS,-,400,EDDY ST,642,0,-122.4189464,37.7831955,,,20,36
9844,221-32300,-,0,ON,0,4,221322,SS,Area 3,221,21ST ST,3230,0,-122.4202144,37.7570032,Mission St: 2500 - 2700,Mission 2500-2700,53,20
9845,384-08180,-,0,ON,0,17,384082,SS,Area 3,384,DIVISADERO ST,818,90,-122.4381809,37.77740838,Divisadero St: 800 - 200,Divisadero,23,39
9846,222-31090,-,0,ON,0,4,222311,SS,Area 3,222,22ND ST,3109,180,-122.4170086,37.7554865,Mission St: 2500 - 2700,Mission 2500-2700,53,20
9847,542-08180,-,0,ON,0,15,542082,SS,Area 3,542,LARKIN ST,818,90,-122.4179411,37.7857667,Larkin St: Unit - 1100,Larkin Unit-1100,20,36
